0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label
"If PersonX give something to PersonY, PersonX is seen as, PersonX find PersonY dad",0,"If PersonX get PersonX father, as a result, PersonY or others want to, PersonY look for key",0,"If PersonX lose PersonX ability, but before, PersonX needed, PersonX find husband",0,"If PersonX fall, as a result, PersonX will, PeopleX pick PersonX up",1,"If PersonX give PersonY that, but before, PersonX needed, PersonX catch it",0
"If PersonX become rich, but before, PersonX needed, PersonX need to win the lottery",1,"If PersonX play the lottery, because PersonX wanted, PersonX have a chance at money",1,"If PersonX decide to buy a lottery ticket, because PersonX wanted, PersonX win money",1,"If PersonX win lot money, because PersonX wanted, PersonX play the lottery",0,"If PersonX win money, because PersonX wanted, PersonX decide to buy a lottery ticket",0
"If PersonX go play, but before, PersonX needed, PersonX have a good time",0,"If PersonX would play, PersonX is seen as, PersonX be interested",1,"If PersonX live nearby, but before, PersonX needed, PersonX play day",0,"If PersonX give it a shot, because PersonX wanted, PersonX be interested",0,"If PersonX be trill, as a result, PersonX feels, PersonX agree to try it",0
"If PersonX attend a party, but before, PersonX needed, PersonX get dress",1,"If PersonX walk downtown, but before, PersonX needed, PersonX get dress",1,"If PersonX twirl around, but before, PersonX needed, PersonX need to be wear a flow dress",1,"If PersonX be go on date, as a result, PersonX will, PersonX get dress",1,"If PersonX hear PersonY 's parent, but before, PersonX needed, PersonX get dress",1
"If PersonX want to buy, but before, PersonX needed, PersonX look for deal",1,"If PersonX sell PersonX property, but before, PersonX needed, PersonX negotiate a price",1,"If PersonX get a good deal, causes, PersonX be there",0,"If PersonX get long, but before, PersonX needed, PersonX look for deal",1,"If PersonX have PersonX hand out, as a result, PersonY or others want to, PersonY want to complete transaction",1
"If PersonX lay in wait, but before, PersonX needed, PersonX need to read up on skill",0,"If PersonX try PersonX best but, but before, PersonX needed, PersonX need to practice",1,"If PersonX make a good impression, but before, PersonX needed, PersonX need to learn",1,"If PersonX have do a good job, but before, PersonX needed, PersonX need to practice",1,"If PersonX want to be a model, but before, PersonX needed, PersonX need to learn",1
"If PersonX make plan, PersonX is seen as, PersonX be organize",1,"If PersonX make a plan, as a result, PersonX will, PersonX achieve that",1,"If PersonX make a plan, but before, PersonX needed, PersonX have a goal",1,"If PersonX get it together, PersonX is seen as, PersonX be organize",1,"If PersonX get fix, PersonX is seen as, PersonX be organise",1
"If PersonX bother, but before, PersonX needed, PersonX write down",0,"If PersonX try, but before, PersonX needed, PersonX be concern",0,"If PersonX carefully select, but before, PersonX needed, PersonX see",1,"If PersonX need that, but before, PersonX needed, PersonX look for that",0,"If PersonX need to of wait, but before, PersonX needed, PersonX wish",0
"If that be for sale, but before, PersonX needed, PersonX need to put phone in pocket",0,"If PersonX finally find it, as a result, PersonX wants to, PersonX put it away",1,"If PersonX use it day, as a result, PersonX wants to, PersonX want to put item away",1,"If PersonX quickly grab, as a result, PersonX wants to, PersonX want to put the item away",1,"If PersonX file PeopleX down, as a result, PersonX wants to, PersonX store it away",0
"If PersonX get PersonY picture, but before, PersonX needed, PersonX need to find PersonY",1,"If PersonX give PersonY a glimpse, but before, PersonX needed, PersonX need to find PersonY",1,"If PersonX put PersonY, but before, PersonX needed, PersonX need to locate PersonY",1,"If PersonX get PersonY picture take, but before, PersonX needed, PersonX need to photographer",1,"If PersonX stand around PersonY, but before, PersonX needed, PersonX need to spot PersonY",1
"If PersonX gather PersonY 's friend, happens before, PersonX take PersonY 's friend to fight",1,"If PersonX be proctective, as a result, PersonX feels, PersonX challenge PersonY 's friend",0,"If PersonX challenge PersonY 's friend, happens after, PersonX need to know PersonY 's friend",0,"If PersonX make purchase, as a result, PersonX will, PersonX challenge PersonY 's friend",0,"If PeopleX learn, as a result, PersonY or others want to, PersonX have be fight with PersonY",0
"If PersonX eat chicken wing, as a result, PersonX wants to, PersonX want to have something",1,"If PersonX eat chicken wing, but before, PersonX needed, PersonX need to order chicken wing",1,"If PersonX make chicken, as a result, PersonX wants to, PersonX want to eat",1,"If PersonX hunt the egg, but before, PersonX needed, PersonX get chicken",1,"If PersonX spit feather, happens after, PersonX eat the chicken",1
"If PersonX write PersonY a letter, but before, PersonX needed, PersonX need to pen",1,"If PersonX make a statement, but before, PersonX needed, PersonX need to write",1,"If PersonX discuss in PersonY, but before, PersonX needed, PersonX need to write",1,"If PersonX get a reply, but before, PersonX needed, PersonX need to send a correspondence",1,"If PersonX need to locate a dog, but before, PersonX needed, PersonX need to have the person write",0
"If PersonX begin, but before, PersonX needed, PersonX try to explain something",0,"If PersonX win PersonX race, as a result, PersonX wants to, PersonX explain the mistake",0,"If PersonX explain the situation, as a result, PersonX wants to, PersonX want to answer concern",1,"If PersonX correct PersonY error, as a result, PersonX wants to, PersonX want to explain to PersonY PeopleX correction",1,"If PersonX be unsure afterwards, as a result, PersonX will, PersonX explain the situation",0
"If PersonX need to clothes, but before, PersonX needed, PersonX play it day",0,"If PersonX get a dog, but before, PersonX needed, PersonX pick one out",1,"If PersonX go to party, but before, PersonX needed, PersonX buy a outfit",1,"If what to play, but before, PersonX needed, PersonX need to go shopping for outfit",0,"If PersonX play that, as a result, PersonX wants to, PersonX have put on it",1
"If PersonX would run, but before, PersonX needed, PersonX get ready",1,"If PersonX start run day, because PersonX wanted, PersonX be in shape",1,"If PersonX get a good time, as a result, PersonX will, PersonX prepare for it",0,"If PersonX make a plan, but before, PersonX needed, PersonX be prepare",0,"If PersonX get prepare, but before, PersonX needed, PersonX take the field",0
"If PersonX keep walk, but before, PersonX needed, PersonX start to walk",1,"If PersonX step on rake, but before, PersonX needed, PersonX need to be walk",1,"If PersonX go door, but before, PersonX needed, PersonX approach the door",1,"If PersonX see a sign, but before, PersonX needed, PersonX walk somewhere",1,"If PersonX find the door lock, but before, PersonX needed, PersonX walk to door",1
"If PersonX write PersonY a letter, because PersonX wanted, PersonX inform person of event",1,"If PersonX write PersonY a letter, but before, PersonX needed, PersonX need to pen",1,"If PersonX give PersonY the letter, but before, PersonX needed, PersonX determine",1,"If PersonX write PersonY a letter, as a result, PersonX wants to, PersonY want to letter",1,"If PersonX write a letter, because PersonX wanted, PersonX reach PersonY",1
"If PersonX figure out, as a result, PersonX wants to, PersonX never know",0,"If PersonX finally start, because PersonX wanted, PersonX pursue a goal",1,"If PersonX reach PersonY 's goal, but before, PersonX needed, PersonX wait",0,"If PersonX get a shot, as a result, PersonX wants to, PersonX catch nothing",0,"If PersonX get, as a result, PersonX wants to, PersonX wait anxiously",0
"If PersonX love to do it, as a result, PersonX will, PersonX put that it",1,"If PersonX do something, because PersonX wanted, PersonX want to do it",1,"If PersonX be try to do that, because PersonX wanted, PersonX want to do that",1,"If PersonX take a turn, because PersonX wanted, PersonX play",1,"If PersonX be go to do that, because PersonX wanted, PersonX like do it",1
"If PersonX want to be free, because PersonX wanted, PersonX be unsure",0,"If PersonX want that, as a result, PersonX wants to, PersonX do not realize",1,"If PersonX like to do it, because PersonX wanted, PersonX like art",1,"If PersonX be unaware of it, as a result, PersonX wants to, PersonX do not know",1,"If PersonX be random, PersonX is seen as, PersonX want the moment",0
"If PersonX like to do it, because PersonX wanted, PersonX like art",1,"If PersonX go there for that, because PersonX wanted, that be a art",1,"If PersonX love to draw, as a result, PersonX wants to, PersonX want to make art",1,"If PersonX decide to do something, because PersonX wanted, PersonX like to do that",1,"If PersonX want something, as a result, PersonX wants to, PersonX decide on something",1
"If PersonX be notice, because PersonX wanted, PersonX have PeopleX at party",0,"If PersonX invite to party, because PersonX wanted, PersonX socialize",1,"If PeopleX attend the party, because PersonX wanted, PeopleX want to party",1,"If PersonX have a party, because PersonX wanted, PersonX want good time",1,"If PersonX find something, because PersonX wanted, PersonX go to party",1
"If PersonX get ready for work, as a result, PersonX feels, PersonX be happy",1,"If PersonX go back to work, because PersonX wanted, PersonX work",1,"If PersonX be go to work, as a result, PersonX feels, PersonX be successful",0,"If PersonX work morning, as a result, PersonX feels, PersonX be happy",1,"If PersonX buy it for work, as a result, PersonX feels, PersonX feel excited",1
"If PersonX get busy, PersonX is seen as, PersonX want to watch a scary movie",0,"If PersonX get spook, as a result, PersonX wants to, PersonX be surprised",0,"If PersonX would fail, because PersonX wanted, PersonX be concern",0,"If PeopleX have trouble do, as a result, PersonX wants to, it be dangerous",0,"If PersonX feel, because PersonX wanted, PersonX see a scary movie",0
"If PersonX buy a new pair of boot, happens before, PersonX proudly wear PeopleX new boot",1,"If PersonX take PersonX shoe, because PersonX wanted, PersonX wear shoe",1,"If PersonX stand in shoe, as a result, PersonX wants to, PersonX want to imitate PersonY",1,"If PersonX buy a new pair of boot, as a result, PersonX will, PersonX wear PeopleX",1,"If PersonX stand in shoe, but before, PersonX needed, PersonX need to like PersonY 's shoe",1
"If PersonX develop PersonY interest, PersonX is seen as, PersonX be want",1,"If PersonX want romance, because PersonX wanted, PersonX be attract to PersonY",0,"If PersonX ask PersonX crush, because PersonX wanted, PersonX spend time with PersonY",1,"If PersonX love PersonY best, because PersonX wanted, PeopleX come to there",0,"If PersonX date PersonY, because PersonX wanted, PersonX like PersonY",1
"If PersonX keep PersonX eye on prize, as a result, PersonX will, PersonX win it",1,"If PersonX even the score, because PersonX wanted, PersonX win",1,"If PeopleX pick something, as a result, PersonX will, PersonX win every game",1,"If PersonX win the gold medal, because PersonX wanted, PersonX win",1,"If PersonX can not continue, because PersonX wanted, PersonX want to win it",1
"If PersonX be do that, because PersonX wanted, PersonX like that",1,"If PersonX do something, because PersonX wanted, PersonX like to do that",1,"If PersonX do it, because PersonX wanted, PersonX like",1,"If PersonX take, because PersonX wanted, PersonX like that",1,"If PeopleX do it, because PersonX wanted, PersonX like do it",1
"If PersonX enjoy PersonX time together, PersonX is seen as, PersonX be share",1,"If PersonX bear PersonX share, but before, PersonX needed, PersonX need to divide up task",1,"If PersonX be obey, because PersonX wanted, PersonX share effort",0,"If PersonX do not share, PersonX is seen as, PersonX throw it on floor",0,"If PeopleX be share, as a result, PersonX wants to, PeopleX take",1
"If PersonX hold sway, can be hindered by, PersonX be not important enough",1,"If PersonX become very popular, but before, PersonX needed, people do not like PersonX much",0,"If PersonX become famous, can be hindered by, PersonX be not talent",1,"If PersonX be no big deal, as a result, PersonX wants to, PersonX live",1,"If PersonX become very famous, can be hindered by, PersonX do not have any talent",1
