head,tail,relation,dataset,label,assertion,assertion_tq
PersonX go,PersonX save PersonY skin,xNeed,atomic,0,The event PersonX go will not happen unless PersonX save PersonY skin,"If PersonX go, but before, PersonX needed, PersonX save PersonY skin"
PersonX decide to adopt it,PersonX look for book,isBefore,atomic2020,0,"After PersonX decide to adopt it, PersonX look for book","If PersonX decide to adopt it, happens before, PersonX look for book"
PersonX want to go outside,PeopleX get ready,oEffect,glucose,1,"PersonX want to go outside, thus as an result, PeopleX get ready","If PersonX want to go outside, as a result, PersonY or others will, PeopleX get ready"
PersonX take care of herself,PersonX be well groom,xEffect,atomic,1,"PersonX take care of herself, thus as an result, PersonX be well groom","If PersonX take care of herself, as a result, PersonX will, PersonX be well groom"
PersonX put PersonY in prison,PersonY get out of prison,oWant,atomic,1,"PersonX put PersonY in prison, thus, PersonY want to get out of prison","If PersonX put PersonY in prison, as a result, PersonY or others want to, PersonY get out of prison"
PersonY want to interact with people,PersonX have have it,oWant,atomic,0,"PersonY want to interact with people, thus, PersonY want PersonX have have it","If PersonY want to interact with people, as a result, PersonY or others want to, PersonX have have it"
PersonX lose in wood,PersonX get in danger,xEffect,atomic,1,"PersonX lose in wood, thus as an result, PersonX get in danger","If PersonX lose in wood, as a result, PersonX will, PersonX get in danger"
PersonX grit PersonY 's tooth,PersonX spit,xEffect,atomic,1,"PersonX grit PersonY 's tooth, thus as an result, PersonX spit","If PersonX grit PersonY 's tooth, as a result, PersonX will, PersonX spit"
PersonX have to work overtime today,PersonX be drive home from work,HinderedBy,atomic2020,0,"The event PersonX have to work overtime today will not happen, if PersonX be drive home from work","If PersonX have to work overtime today, can be hindered by, PersonX be drive home from work"
PersonX take it to shop,PersonY do repair,oWant,atomic,1,"PersonX take it to shop, thus, PersonY want to do repair","If PersonX take it to shop, as a result, PersonY or others want to, PersonY do repair"
PersonX see that,PersonX want a pet,xEffect,glucose,1,"PersonX see that, thus as an result, PersonX want a pet","If PersonX see that, as a result, PersonX will, PersonX want a pet"
PersonX really hurt,PersonX fall of bike,isAfter,atomic2020,1,"Before PersonX really hurt, PersonX fall of bike","If PersonX really hurt, happens after, PersonX fall of bike"
PersonX stay home,PersonX have breakfast,xNeed,atomic,1,The event PersonX stay home will not happen unless PersonX have breakfast,"If PersonX stay home, but before, PersonX needed, PersonX have breakfast"
PersonX ease PersonY mind,PersonY want to listen to PersonX,oWant,atomic,1,"PersonX ease PersonY mind, thus, PersonY want to listen to PersonX","If PersonX ease PersonY mind, as a result, PersonY or others want to, PersonY want to listen to PersonX"
PersonX exercise,PersonY be relieve,xReact,atomic,1,"PersonX exercise, thus as a result on PersonX's emotion, PersonY be relieve","If PersonX exercise, as a result, PersonX feels, PersonY be relieve"
PersonX play tennis with friend,PersonX love help people,xAttr,atomic,0,"PersonX play tennis with friend, thus it can be seen about PersonX's attribute that PersonX love help people","If PersonX play tennis with friend, PersonX is seen as, PersonX love help people"
PersonX know every trick in book,PersonX decide to try square dancing,isBefore,atomic2020,0,"After PersonX know every trick in book, PersonX decide to try square dancing","If PersonX know every trick in book, happens before, PersonX decide to try square dancing"
PersonX treat PersonY differently,PersonY want to confront PersonX,oWant,atomic,1,"PersonX treat PersonY differently, thus, PersonY want to confront PersonX","If PersonX treat PersonY differently, as a result, PersonY or others want to, PersonY want to confront PersonX"
PersonX would not know,PersonX be satisfy with level,xReact,atomic,0,"PersonX would not know, thus as a result on PersonX's emotion, PersonX feel PersonX be satisfy with level","If PersonX would not know, as a result, PersonX feels, PersonX be satisfy with level"
PersonX cause PersonY problem,PersonX mess up some paperwork,isBefore,atomic2020,1,"After PersonX cause PersonY problem, PersonX mess up some paperwork","If PersonX cause PersonY problem, happens before, PersonX mess up some paperwork"
PersonX want to be successful,PersonX feel optimistic,xReact,glucose,1,"PersonX want to be successful, thus as a result on PersonX's emotion, PersonX feel optimistic","If PersonX want to be successful, as a result, PersonX feels, PersonX feel optimistic"
PersonX pay no attention,PersonX have to study,xEffect,atomic,1,"PersonX pay no attention, thus as an result, PersonX have to study","If PersonX pay no attention, as a result, PersonX will, PersonX have to study"
PersonX take several hour,PersonX want to complete PersonY painting,xWant,atomic,1,"PersonX take several hour, thus, PersonX want to complete PersonY painting","If PersonX take several hour, as a result, PersonX wants to, PersonX want to complete PersonY painting"
PersonX find PersonX way home,PersonX do not remember,xIntent,atomic,1,"PersonX find PersonX way home, thus it can be seen about PersonX's intention that PersonX do not remember","If PersonX find PersonX way home, because PersonX wanted, PersonX do not remember"
PersonX feel happy,PersonX surprise PersonY,xAttr,atomic,0,"PersonX feel happy, thus it can be seen about PersonX's attribute that PersonX surprise PersonY","If PersonX feel happy, PersonX is seen as, PersonX surprise PersonY"
PeopleX move away,PersonX feel sad,xReact,glucose,1,"PeopleX move away, thus as a result on PersonX's emotion, PersonX feel sad","If PeopleX move away, as a result, PersonX feels, PersonX feel sad"
PersonX save a toll,PersonX drown the biscuit in butter,isBefore,atomic2020,0,"After PersonX save a toll, PersonX drown the biscuit in butter","If PersonX save a toll, happens before, PersonX drown the biscuit in butter"
PersonX take PersonY photo,PersonX need to gather PersonZ photographic equipment,xNeed,atomic,1,The event PersonX take PersonY photo will not happen unless PersonX gather PersonZ photographic equipment,"If PersonX take PersonY photo, but before, PersonX needed, PersonX need to gather PersonZ photographic equipment"
PersonY fail something,PersonY move quickly,oEffect,atomic,0,"PersonY fail something, thus as an result, PersonY move quickly","If PersonY fail something, as a result, PersonY or others will, PersonY move quickly"
PersonX be there,PersonX live with PeopleX,Causes,atomic,1,"Because PersonX be there, PersonX live with PeopleX","If PersonX be there, causes, PersonX live with PeopleX"
PersonX eat chinese food,PersonX be malnourish,xAttr,atomic,1,"PersonX eat chinese food, thus it can be seen about PersonX's attribute that PersonX be malnourish","If PersonX eat chinese food, PersonX is seen as, PersonX be malnourish"
PersonX be still wet,PersonX need to take a shower,xNeed,atomic,1,The event PersonX be still wet will not happen unless PersonX take a shower,"If PersonX be still wet, but before, PersonX needed, PersonX need to take a shower"
PersonY have hide the unfinished book in room,PeopleX do so,HinderedBy,atomic2020,0,"The event PersonY have hide the unfinished book in room will not happen, if PeopleX do so","If PersonY have hide the unfinished book in room, can be hindered by, PeopleX do so"
PersonX visit PersonY 's aunt,PersonY be happy,oReact,atomic,1,"PersonX visit PersonY 's aunt, thus as a result on PersonY's emotion, PersonY feel PersonY be happy","If PersonX visit PersonY 's aunt, as a result, PersonY or others feel, PersonY be happy"
PersonX come in way,PersonX be rude,xAttr,atomic,1,"PersonX come in way, thus it can be seen about PersonX's attribute that PersonX be rude","If PersonX come in way, PersonX is seen as, PersonX be rude"
PersonX make it back,PersonX look behind,xWant,atomic,0,"PersonX make it back, thus, PersonX want to look behind","If PersonX make it back, as a result, PersonX wants to, PersonX look behind"
PersonX say yes,PersonY feel happy,oReact,glucose,1,"PersonX say yes, thus as a result on PersonY's emotion, PersonY feel happy","If PersonX say yes, as a result, PersonY or others feel, PersonY feel happy"
PersonX meet PersonX date,PersonX date be happy,oEffect,atomic,1,"PersonX meet PersonX date, thus as an result, PersonX date be happy","If PersonX meet PersonX date, as a result, PersonY or others will, PersonX date be happy"
PersonX have to go to doctor,PersonX take a plea deal,HinderedBy,atomic2020,0,"The event PersonX have to go to doctor will not happen, if PersonX take a plea deal","If PersonX have to go to doctor, can be hindered by, PersonX take a plea deal"
PersonY mom be hide,PersonX finally ask PersonY,HinderedBy,atomic2020,0,"The event PersonY mom be hide will not happen, if PersonX finally ask PersonY","If PersonY mom be hide, can be hindered by, PersonX finally ask PersonY"
PersonY be silly,PersonX find PersonX mom,xAttr,atomic,0,"PersonY be silly, thus it can be seen about PersonX's attribute that PersonX find PersonX mom","If PersonY be silly, PersonX is seen as, PersonX find PersonX mom"
PersonX use PersonY procedure,PersonX start a fire,oEffect,glucose,0,"PersonX use PersonY procedure, thus as an result, PersonX start a fire","If PersonX use PersonY procedure, as a result, PersonY or others will, PersonX start a fire"
PersonX keep PersonY long,PersonX pay money,xEffect,atomic,1,"PersonX keep PersonY long, thus as an result, PersonX pay money","If PersonX keep PersonY long, as a result, PersonX will, PersonX pay money"
PersonX admire PersonY work,PersonY do a bad job,HinderedBy,atomic2020,1,"The event PersonX admire PersonY work will not happen, if PersonY do a bad job","If PersonX admire PersonY work, can be hindered by, PersonY do a bad job"
PersonX ask another question,PersonX need to ask a question,xNeed,atomic,1,The event PersonX ask another question will not happen unless PersonX ask a question,"If PersonX ask another question, but before, PersonX needed, PersonX need to ask a question"
PersonX have that,PersonX buy something for that,Causes,glucose,1,"Because PersonX have that, PersonX buy something for that","If PersonX have that, causes, PersonX buy something for that"
PersonX walk closer,PersonX be interested,xAttr,atomic,1,"PersonX walk closer, thus it can be seen about PersonX's attribute that PersonX be interested","If PersonX walk closer, PersonX is seen as, PersonX be interested"
PersonX try yoga,PersonX be free-spirited,xAttr,atomic,1,"PersonX try yoga, thus it can be seen about PersonX's attribute that PersonX be free-spirited","If PersonX try yoga, PersonX is seen as, PersonX be free-spirited"
PersonX open present,PersonX clean up,xWant,atomic,1,"PersonX open present, thus, PersonX want to clean up","If PersonX open present, as a result, PersonX wants to, PersonX clean up"
PersonX lift PersonY hand,PersonX show dominance,xWant,atomic,1,"PersonX lift PersonY hand, thus, PersonX want to show dominance","If PersonX lift PersonY hand, as a result, PersonX wants to, PersonX show dominance"
